,A_index,BIN_LABEL,C_flare,DAY,ID,K_index,LABEL,N_PAIRS,N_STATIONS,PAIRS,STATIONS,TIME,YEAR,kurtosis_delay,kurtosis_grad,max_elevation,max_grad,max_phase_delay,mean_code_delay,mean_elevation,mean_grad,mean_phase_delay,min_elevation,min_grad,min_phase_delay,mse,network,new_regions,prn,radio_flux,std_grad,std_phase,sunsplot_number,sunspot_area
955,4,0.0,2,147,955,1,3.0,2,3,"'cxecqvec', 'ececqvec'","'qvec', 'ecec', 'cxec'",52740,2014,-0.45756568948,35.6191972754,71.6893688974,85.2320178058,15.2699757906,6.68557967902,34.1565560813,6.75164731087,6.51679889069,3.57948740288,0.00902632296825,3.20247901087,0.880565330501,regme,0,GPS 11,106,12.4719171349,2.66854134433,96,210
956,4,0.0,2,147,956,4,3.0,2,2,'seecpjec',"'seec', 'pjec'",9240,2014,5.12668006553,-0.92327122981,12.725099259,490.645621301,49.7065275379,4.03502587348,7.15006802317,339.624659008,4.5666444444,3.07746520875,10.7680387484,-55.2449000833,25.0268791735,regme,0,GPS 13,106,188.685057514,25.4303544288,96,210
957,4,0.0,2,147,957,1,3.0,2,3,"'clecmhec', 'clecljec'","'clec', 'ljec', 'mhec'",64530,2014,-0.72698253147,11.0449573031,36.1199897627,135.447220168,16.3070725207,3.9026605701,25.6428069408,22.7266368449,3.95772882453,5.73356189368,1.38862626398,-2.08991233665,1.55275071158,regme,0,GPS 14,106,25.4349437717,4.1782014243,96,210
958,4,0.0,2,147,958,1,3.0,3,5,"'maecprec', 'cxecqvec', 'cxectnec'","'qvec', 'maec', 'prec', 'cxec', 'tnec'",45900,2014,4.19293654377,23.4678163518,73.9899159826,558.503153672,19.4359801145,3.96022967566,39.108779603,11.5991810802,4.10733261219,3.19989426052,3.48348365378e-05,-34.1344621403,1.6736895848,regme,0,GPS 16,106,35.1090253775,4.26075499096,96,210
959,4,0.0,2,147,959,1,3.0,2,3,"'cxecquem', 'epeccxec'","'quem', 'cxec', 'epec'",67320,2014,5.23142793433,36.7109616188,72.8836251506,580.887437826,19.4359801145,2.89961038321,40.0699960328,35.3564216079,3.13272329141,5.23972295462,1.93597578237,-34.1344621403,1.64847877683,regme,0,GPS 16,106,43.6585763266,4.39113049903,96,210
960,4,0.0,2,147,960,1,3.0,2,3,"'pjecgyec', 'njecgyec'","'njec', 'gyec', 'pjec'",21270,2014,4.5189911633,37.8779686057,57.8441268891,415.549614557,36.1464917936,10.9142267266,29.5691747561,15.9513282011,11.1457955493,2.15673736556,0.0672904526967,6.76770404133,1.90881274404,regme,0,GPS 24,106,52.7481396704,5.2407508932,96,210
961,4,0.0,2,147,961,1,3.0,2,4,"'njecgyec', 'ececqvec'","'njec', 'qvec', 'ecec', 'gyec'",72090,2014,8.26696954826,12.32701148,67.538181386,841.756815175,93.885943937,12.0039381509,33.622908685,43.0966838066,11.3282155922,0.994234605356,0.000275314665796,-21.0736953911,4.11754053482,regme,0,GPS 27,106,111.342953351,6.90676403452,96,210
962,4,0.0,2,147,962,1,3.0,4,7,"'prectnec', 'njecgyec', 'clecmhec', 'clecljec'","'gyec', 'njec', 'ljec', 'prec', 'clec', 'tnec', 'mhec'",68190,2014,-1.02714523157,15.7051242895,39.6527154355,253.470497426,31.9744325625,12.4100824094,16.4073519966,25.9748962845,12.2964692988,4.01676517892,0.240603030694,-0.436722584566,1.84359383319,regme,0,GPS 28,106,27.4134952773,6.03772218176,96,210
963,4,0.0,2,147,963,1,3.0,3,3,"'cxecqvec', 'ececqvec'","'qvec', 'ecec', 'cxec'",72570,2014,-0.59030118271,0.22573474455,39.9937551519,146.932295454,29.5487256355,13.8716423186,14.2170052855,39.4720147692,13.3069668527,4.50940412233,0.00118283200639,-1.02479308669,2.64665735354,regme,0,GPS 28,106,37.3194648465,6.67665771231,96,210
964,4,0.0,2,147,964,1,3.0,2,3,"'maecprec', 'precerec'","'erec', 'maec', 'prec'",74370,2014,-1.02668225052,3.10319769525,38.7931856822,142.045819664,27.0891340073,13.1475592531,14.4895876106,39.656101654,12.7744846431,4.98957056321,8.51032430666,-0.436722584566,2.17405863907,regme,0,GPS 28,106,36.7630692649,6.4331545062,96,210
965,4,0.0,2,147,965,1,3.0,2,3,"'maecprec', 'maecerec'","'erec', 'maec', 'prec'",48960,2014,3.94257219267,43.6492647721,62.1186022136,395.382650878,34.8109822074,10.1748253173,29.0905131491,12.5088670336,10.2004128359,3.38906920945,0.00106486008177,4.64672286667,1.91540608809,regme,0,GPS 32,106,42.283552605,4.04435282156,96,210
966,4,0.0,2,147,966,1,3.0,2,3,"'pjecgyec', 'njecgyec'","'njec', 'gyec', 'pjec'",69300,2014,11.1283038515,21.1264258107,64.346571964,610.826983045,52.6414403515,10.5159821526,33.0256646158,37.6852707709,10.5135858161,3.41171506328,1.37398540158,6.43274206357,3.95138634133,regme,0,GPS 32,106,89.9358136258,5.62152963269,96,210
967,7,0.0,1,149,967,2,3.0,2,4,"'epecibec', 'clecljec'","'clec', 'ljec', 'ibec', 'epec'",54060,2014,-0.981477354613,107.495250825,65.8567550581,113.876164941,27.272414789,18.0519753656,32.2515570973,6.39358883186,18.0447495613,4.96714150025,0.400615771211,10.4059909188,0.676218926226,regme,0,GPS 1,103,9.80267512887,2.68159219574,55,100
968,7,0.0,1,149,968,2,3.0,2,3,"'pjecgyec', 'njecgyec'","'njec', 'gyec', 'pjec'",66570,2014,-0.280750031026,20.0314356108,64.3551514124,121.325025718,22.7926406137,17.8021483692,35.4557055149,11.0679260598,17.71977244,3.27325285368,0.00363727006548,10.3050150171,0.84236138772,regme,0,GPS 1,103,20.0935028699,2.26989926209,55,100
969,7,0.0,1,149,969,7,3.0,3,5,"'epeccxec', 'epecchec', 'ececqvec'","'cxec', 'qvec', 'ecec', 'chec', 'epec'",7260,2014,1.51698023663,3.30085219624,11.8303703857,760.744490372,65.7711288245,1.69012580802,8.45098576728,42.4806973745,1.69709327557,6.54786857777,0.587983718826,-4.34050766986,3.25408967589,regme,0,GPS 13,103,78.5641756247,3.77253865658,55,100
970,7,0.0,1,149,970,3,3.0,2,3,"'clecmhec', 'clecljec'","'clec', 'ljec', 'mhec'",46290,2014,0.546672195155,17.7233877038,36.121603839,180.620367431,19.5591100251,3.15087592223,25.0820506989,10.2723763723,3.07474677063,5.30784410011,0.00410153778591,-2.45591788342,1.63121405226,regme,0,GPS 14,103,32.7947976759,3.84061031239,55,100
971,7,0.0,1,149,971,3,3.0,2,3,"'mhecnjec', 'clecmhec'","'njec', 'clec', 'mhec'",50670,2014,0.443533655402,30.6211098773,85.3388765022,79.9875199943,7.95894608703,-0.301690624079,43.3909039103,9.48331129533,-0.165692977392,4.28275260894,3.84800197675,-2.99222608601,0.643540185011,regme,0,GPS 21,103,10.1980593507,2.68241731918,55,100
972,7,0.0,1,149,972,1,3.0,2,3,"'cuecgzec', 'ljecgzec'","'ljec', 'cuec', 'gzec'",12660,2014,3.32169571775,21.3346982191,59.2963593651,129.427688894,22.568568638,7.98732184401,30.9693383559,6.77644661345,8.15039706319,5.97192391197,0.00382294197324,5.81172757108,1.09342277749,regme,0,GPS 24,103,21.7606148462,3.04843114834,55,100
973,7,0.0,1,149,973,1,3.0,2,3,"'mhecnjec', 'clecmhec'","'njec', 'clec', 'mhec'",14970,2014,12.4718763828,24.0573501022,64.6365074128,800.762939733,60.5267438828,0.942977348138,44.4231315582,27.991473646,1.77337497226,5.56159383099,1.05110611942,-0.476501371933,4.70813576598,regme,0,GPS 28,103,131.87928609,6.0086317258,55,100
974,7,0.0,1,149,974,2,3.0,4,5,"'pjecgyec', 'njecgyec', 'clecmhec'","'njec', 'clec', 'gyec', 'pjec', 'mhec'",68370,2014,-1.02845051897,-0.490661244919,40.9499168931,344.566771831,41.2872294638,13.4610433325,15.8749557511,91.4636824487,13.5462341809,5.70211963338,0.0344910135304,-2.27338883206,5.33166760532,regme,0,GPS 28,103,96.4641082274,8.35838115634,55,100
975,7,0.0,1,149,975,2,3.0,3,5,"'prectnec', 'ececqvec', 'precerec'","'qvec', 'ecec', 'tnec', 'prec', 'erec'",68520,2014,-1.12917757393,17.5865120174,42.7610594418,409.713920969,48.9655641157,13.4018531578,15.0600201154,61.7404905882,13.1542897602,4.45271913621,0.000427139681392,-9.54777616867,3.38382286537,regme,0,GPS 28,103,50.6014203097,8.07544924129,55,100
976,7,0.0,1,149,976,2,3.0,2,3,"'clecmhec', 'clecljec'","'clec', 'ljec', 'mhec'",71940,2014,-1.21518217658,9.1224163555,39.2246433552,88.5240903566,19.3679258188,10.3705678918,19.6660091918,14.6799739682,10.1775395614,5.70211963338,0.121065766192,2.674505079,1.17425885664,regme,0,GPS 28,103,20.8564624725,4.92791153302,55,100
977,7,0.0,1,149,977,3,3.0,2,3,"'clecmhec', 'clecljec'","'clec', 'ljec', 'mhec'",47850,2014,6.63105162923,32.0631954908,63.2117685535,165.772456267,23.8232018025,1.5339796036,35.9191554571,7.5959177712,1.67536690231,8.52380687757,0.0218809153086,-1.06863146924,1.09693844433,regme,0,GPS 29,103,21.5919428499,3.62963912701,55,100
978,7,0.0,1,149,978,1,3.0,2,3,"'cuecgzec', 'ljecgzec'","'ljec', 'cuec', 'gzec'",18810,2014,9.64099152975,30.2481215208,56.7880152799,824.54500989,18.5070191811,4.94685050626,24.9222158811,19.1934821667,5.07171164797,3.80054591731,0.033577518887,-60.8679572027,2.80117665748,regme,0,GPS 4,103,73.2190565824,4.41180258591,55,100
979,9,0.0,0,150,979,2,3.0,3,5,"'njecgyec', 'clecmhec', 'clecljec'","'njec', 'clec', 'ljec', 'gyec', 'mhec'",53790,2014,6.23119012102,77.3483647485,65.0949673917,318.093481756,48.6949182065,17.9087698073,34.0307236428,14.62915422,17.8346936667,3.2377994686,0.0309120132076,14.0726253845,1.62788850454,regme,1,GPS 1,102,29.2346787148,3.64258344948,56,110
980,9,0.0,0,150,980,4,3.0,2,4,"'epecquem', 'cxecerec'","'erec', 'quem', 'cxec', 'epec'",81000,2014,-1.1259205284,12.2027234614,35.238507687,151.130203738,15.4989507243,9.36332129655,19.3475038042,51.2456423392,9.46205043996,4.55557230366,4.66810371244,4.83546929815,0.614887734235,regme,1,GPS 10,102,13.0926717551,2.7527526453,56,110
981,9,0.0,0,150,981,2,3.0,2,3,"'mhecnjec', 'njecgyec'","'njec', 'gyec', 'mhec'",51330,2014,1.10053507582,19.4692033816,70.8458465823,271.706632092,27.2881233757,6.73092587784,37.020667702,16.7888881037,6.75819728157,2.34374046708,0.00800437166675,-10.2732162531,1.34514676985,regme,1,GPS 11,102,33.9379262427,3.37839752597,56,110
982,9,0.0,0,150,982,9,3.0,2,4,"'pjecgyec', 'ececqvec'","'qvec', 'ecec', 'gyec', 'pjec'",6240,2014,-0.912925065901,-0.836645817353,10.9733226313,108.591278211,11.6355930241,2.74009883106,7.17879006322,38.1112949381,2.8309396352,3.72736715914,1.84603746749,-3.17027553688,2.3679809972,regme,1,GPS 13,102,30.4484437938,2.14685268177,56,110
983,9,0.0,0,150,983,9,3.0,2,4,"'seecpjec', 'njecgyec'","'njec', 'gyec', 'seec', 'pjec'",9420,2014,0.313756222294,9.13361427972,11.1396489284,176.532854568,11.6022052974,3.12010062675,6.88867862772,46.579221447,3.47266348078,3.15116874581,0.951495807994,-4.91379151193,2.18493571081,regme,1,GPS 13,102,29.1692144054,2.23366641312,56,110
984,9,0.0,0,150,984,2,3.0,4,5,"'cxecqvec', 'cxecerec', 'epeccxec', 'cxectnec'","'erec', 'qvec', 'cxec', 'tnec', 'epec'",72060,2014,17.8257891507,37.8198762651,33.0944945709,579.500173506,51.5809140121,9.43710614167,26.8303752514,43.9675091889,8.85467794389,12.8822689373,14.8235829629,5.67109864184,3.81410396684,regme,1,GPS 17,102,70.6673916539,3.80252960316,56,110
985,9,0.0,0,150,985,4,3.0,2,3,"'pjecgyec', 'njecgyec'","'njec', 'gyec', 'pjec'",79530,2014,5.27896395881,43.3093110094,78.6734507695,282.893683904,21.0869045107,1.80151251354,45.6220300297,12.2713646732,1.86780621373,2.47014563265,0.00610116068256,-1.48990503999,1.04705855545,regme,1,GPS 23,102,32.6467181931,3.25314228493,56,110
986,9,0.0,0,150,986,0,3.0,2,3,"'pjecgyec', 'njecgyec'","'njec', 'gyec', 'pjec'",20400,2014,4.34126805053,16.985668364,57.8930333376,396.075271193,35.4724240754,11.0790725602,29.2215887635,29.8751939222,11.1372193414,2.28692197156,0.00636630688093,6.77530803887,2.73821365054,regme,1,GPS 24,102,65.7225369295,4.9466529571,56,110
987,9,0.0,0,150,987,2,3.0,2,3,"'seecpjec', 'pjecgyec'","'gyec', 'seec', 'pjec'",40650,2014,2.79053798325,10.6727798047,67.1196117363,159.721956039,24.7803139531,12.9424570444,34.9256696923,30.7288066738,12.4154595255,3.78283797762,0.00112304495731,-0.106393448087,2.48989349742,regme,1,GPS 27,102,30.9274888424,3.73597759983,56,110
988,9,0.0,0,150,988,2,3.0,5,8,"'prectnec', 'pjecgyec', 'njecgyec', 'ececqvec', 'precerec'","'gyec', 'pjec', 'njec', 'prec', 'erec', 'ecec', 'qvec', 'tnec'",69240,2014,-0.559246452703,4.5826657993,44.1669227366,1122.66940529,62.1572816346,14.6437595296,15.4349950627,182.369006573,15.3616383441,4.49516289691,0.0105614037447,-50.3439462961,8.97332355416,regme,1,GPS 28,102,133.908850374,12.0296593556,56,110
989,9,0.0,0,150,989,4,3.0,2,3,"'pjecgyec', 'njecgyec'","'njec', 'gyec', 'pjec'",80370,2014,-0.69888194267,2.89912258446,42.3289099481,1122.66940529,60.2382041554,15.660486391,15.3995797442,341.513996506,17.1874720553,6.3587192366,0.707916085098,-50.3439462961,14.0223466611,regme,1,GPS 28,102,175.247254789,15.1863365297,56,110
990,9,0.0,0,150,990,2,3.0,4,5,"'cxecqvec', 'cxecerec', 'epeccxec', 'cxectnec'","'erec', 'qvec', 'cxec', 'tnec', 'epec'",51270,2014,8.04206112413,9.77841033468,63.0240761749,522.444819748,47.7577247088,8.63612500281,37.3924383929,45.4268854808,8.57658658446,5.05548763192,0.00418748705116,2.91507979323,4.84340431025,regme,1,GPS 32,102,97.0242459342,5.5343444229,56,110
991,9,0.0,0,150,991,2,3.0,5,6,"'cxecquem', 'cxecqvec', 'cxecerec', 'epeccxec', 'cxectnec'","'cxec', 'quem', 'epec', 'erec', 'qvec', 'tnec'",24240,2014,15.6065328634,26.6754875028,57.5215130397,382.286042178,30.2646871996,5.19154901157,32.0747387727,20.4866188604,5.05970930441,7.26297472852,0.00068074098376,2.18711171075,1.93981347396,regme,1,GPS 4,102,52.7507063194,2.80118030506,56,110
992,5,0.0,2,152,992,2,3.0,2,4,"'seecpjec', 'ececqvec'","'ecec', 'seec', 'pjec', 'qvec'",50880,2014,1.01132520022,38.0774444091,70.6503904884,70.4950471764,18.1438477251,7.02119866814,33.0322867878,6.43669635269,7.03997306948,1.8166373291,0.00185075442096,3.06866754969,0.816954270742,regme,2,GPS 11,103,9.59694031577,3.41591908714,68,260
993,5,0.0,2,152,993,5,3.0,2,3,"'mhecnjec', 'njeccuec'","'njec', 'cuec', 'mhec'",210,2014,0.606595964868,-0.00119262049616,12.0064725516,492.691843852,37.6868669498,1.70460460341,7.91571839458,143.188504871,0.150679949491,3.47246515097,3.24871023383,-19.9910377282,7.77353772616,regme,2,GPS 13,103,144.980752551,7.51680636439,68,260
994,5,0.0,2,152,994,1,3.0,2,3,"'pjecgyec', 'njecgyec'","'njec', 'gyec', 'pjec'",19950,2014,-0.351653064256,11.0610403006,57.9254982076,243.320878317,26.812857077,10.4671922651,29.3461232456,59.0117937532,10.5360799651,2.10956586578,39.4290539175,4.03253934603,2.69787669049,regme,2,GPS 24,103,32.0167544436,6.46756419699,68,260
995,5,0.0,2,152,995,5,3.0,2,3,"'erecalec', 'precerec'","'erec', 'prec', 'alec'",300,2014,3.34679810559,53.9248443803,69.2337468912,87.5112450581,14.4149885157,3.5924962866,36.0265194178,3.47266113621,3.55655524969,3.51594152192,9.0314950297e-06,1.36736182107,0.542194496481,regme,2,GPS 26,103,9.60371863076,1.9677068749,68,260
996,5,0.0,2,152,996,1,3.0,2,4,"'epecibec', 'ececqvec'","'qvec', 'ecec', 'ibec', 'epec'",83430,2014,-0.0941862934985,-1.53931153581,7.04001005933,185.02103607,35.0072228369,17.2152240067,5.47977858339,88.4548749707,18.5890493912,3.04824916024,28.0932969614,8.53173614289,4.09337512105,regme,2,GPS 26,103,51.4566606071,4.24527230989,68,260
997,5,0.0,2,152,997,1,3.0,2,3,"'pjecgyec', 'njecgyec'","'njec', 'gyec', 'pjec'",42540,2014,5.28128684945,23.5016801249,67.5403691491,534.164843906,26.6216193552,12.4847566744,38.8058965859,17.2797290936,12.434070665,1.97493564936,0.00277052258673,-28.0954122675,2.20209290826,regme,2,GPS 27,103,53.4118800708,5.11370123759,68,260
998,5,0.0,2,152,998,1,3.0,2,3,"'maecprec', 'maecerec'","'erec', 'maec', 'prec'",71490,2014,22.4576343114,50.1646149157,69.5341807502,1103.08445784,100.235001127,11.952567163,34.8607731197,48.849115489,11.3464601719,2.44270931501,27.5427453647,4.6532235443,4.56202027198,regme,2,GPS 27,103,123.923569937,8.42931390976,68,260
999,5,0.0,2,152,999,1,3.0,4,6,"'njeccuec', 'mhecnjec', 'njecgyec', 'ececqvec'","'gyec', 'ecec', 'njec', 'cuec', 'qvec', 'mhec'",67710,2014,-0.0449811246061,6.79834845794,47.0066504689,314.273698634,32.1205288848,12.0186392624,17.4769654466,30.588950103,11.9780264245,2.27614959914,0.0178223177564,-0.743498588386,2.7435917457,regme,2,GPS 28,103,43.1362527325,5.30102883233,68,260
1000,5,0.0,2,152,1000,1,3.0,2,3,"'prectnec', 'precerec'","'erec', 'tnec', 'prec'",69810,2014,-0.687732288379,10.1598021638,46.97804173,171.06508758,16.6915551634,11.8426858578,17.0266956778,17.3546142727,11.4719083564,4.04674982506,0.0623515094441,0.274777762006,1.81503871935,regme,2,GPS 28,103,40.2924424931,5.33603697143,68,260
1001,5,0.0,2,152,1001,1,3.0,4,5,"'cxecqvec', 'cxecerec', 'epeccxec', 'cxectnec'","'erec', 'qvec', 'cxec', 'tnec', 'epec'",55440,2014,3.8648003337,32.8545612712,55.4449087854,412.096505394,17.7661859105,-0.464403323987,35.3691629212,14.0583355835,-0.480059572414,12.1819574855,0.115867869399,-19.8463173101,1.77729630942,regme,2,GPS 31,103,50.1572007659,4.0612029304,68,260
1002,5,0.0,2,152,1002,2,3.0,2,3,"'epecibec', 'epecchec'","'ibec', 'chec', 'epec'",47940,2014,13.5474638904,43.9051258733,61.615749561,494.928055673,41.929920002,8.61850308619,32.2423572285,15.5919236705,8.75873977408,6.12824409786,0.00100113826881,5.26373443105,2.65197800474,regme,2,GPS 32,103,61.1979070913,4.11328680435,68,260
1003,5,0.0,0,153,1003,1,3.0,4,5,"'cxecqvec', 'cxecerec', 'epeccxec', 'cxectnec'","'erec', 'qvec', 'cxec', 'tnec', 'epec'",28290,2014,-0.570392432102,13.0589593805,35.7433804747,85.6385784608,10.6377125655,1.89982648904,28.0686819275,10.7696257694,1.86452624328,9.78295510143,0.448714965864,-1.56451310779,0.965985188059,regme,0,GPS 14,105,14.4112407192,3.09248723287,56,210
1004,5,0.0,0,153,1004,1,3.0,2,2,'epecquem',"'quem', 'epec'",58110,2014,3.42382389541,14.1485891537,35.1356231124,374.634319348,6.87668050599,5.39028671059,28.5032068318,183.176735111,5.42109544538,8.48826620219,165.413777445,2.21046926524,0.404553097601,regme,0,GPS 20,105,35.6732395398,0.381190514725,56,210
1005,5,0.0,0,153,1005,1,3.0,2,3,"'pjecgyec', 'njecgyec'","'njec', 'gyec', 'pjec'",20520,2014,7.92627668283,14.0350087912,57.9416291468,616.499966709,48.6095593752,10.6463089455,29.581781239,49.9022400398,10.6192412156,3.60303522732,0.110075593896,6.62419226468,4.40003967038,regme,0,GPS 24,105,108.487339099,5.86352828914,56,210
1006,5,0.0,0,153,1006,1,3.0,3,5,"'seecpjec', 'mhecnjec', 'pjecgyec'","'njec', 'gyec', 'seec', 'pjec', 'mhec'",82200,2014,-0.496171007521,0.559351072693,8.88867692858,137.413408889,20.2039473234,16.4218572521,6.85306494444,42.9951124358,16.0066893896,2.39585402553,2.38579884129,6.35124116857,2.84179757505,regme,0,GPS 26,105,38.8320055895,2.86690016873,56,210
1007,5,0.0,0,153,1007,1,3.0,2,3,"'pjecgyec', 'njecgyec'","'njec', 'gyec', 'pjec'",41250,2014,6.6934428122,23.2976628394,67.541919226,1194.63614441,26.8995937519,13.0384538518,38.4348680337,35.3085463334,12.9901447889,1.98139033971,0.0150327368416,-52.6967308483,3.45917379849,regme,0,GPS 27,105,105.423381898,6.18269564649,56,210
1008,5,0.0,0,153,1008,1,3.0,2,4,"'epecibec', 'pjecgyec'","'gyec', 'ibec', 'pjec', 'epec'",66660,2014,0.017490486123,10.2972249639,49.8131943972,186.849186868,33.1074328553,12.3792562267,16.6772920347,19.9007078924,12.4494664487,4.85802188306,0.0131288841368,1.44990001207,2.11061403293,regme,0,GPS 28,105,33.0365951691,4.99534988196,56,210
1009,5,0.0,0,153,1009,1,3.0,2,3,"'cuecgzec', 'ljecgzec'","'ljec', 'cuec', 'gzec'",79290,2014,-1.18577547837,9.82467269291,45.8034007428,81.4816295893,13.4149921623,7.56962722922,26.951807587,10.0590780798,7.47598677716,11.9241455768,0.603758237332,1.92281526384,1.20253746251,regme,0,GPS 28,105,17.7905580356,3.21580286979,56,210
1010,5,0.0,0,153,1010,1,3.0,2,3,"'pjecgyec', 'njecgyec'","'njec', 'gyec', 'pjec'",67500,2014,5.33723694675,40.3591109517,64.2666118724,827.401681896,17.880807652,9.76828427278,33.1209722938,18.2463503894,9.42933586174,3.8195120929,0.00945232812439,-40.3543486975,2.50213754084,regme,0,GPS 32,105,70.4596081356,4.57333860054,56,210
1011,5,0.0,0,153,1011,1,3.0,3,4,"'maecprec', 'prectnec', 'precerec'","'erec', 'maec', 'tnec', 'prec'",78690,2014,9.51082098881,48.7513109467,62.0388256873,694.587239876,24.141470673,9.25670368899,29.3324189801,22.2681916047,9.40456799165,3.62021527062,0.00309120446074,-40.5282244724,3.18494937958,regme,0,GPS 32,105,74.0187704124,5.36975419408,56,210
1012,5,0.0,0,153,1012,1,3.0,2,3,"'cxecerec', 'cxectnec'","'erec', 'cxec', 'tnec'",21360,2014,-0.144560137871,0.473433099397,56.4174021039,281.996536956,25.5663537942,4.44329554866,26.631387178,83.880014747,4.22671021097,7.62200488086,0.00886466543039,-4.1666474972,5.23973880625,regme,0,GPS 4,105,87.2296649651,5.78130433945,56,210
1013,5,0.0,0,153,1013,1,3.0,2,3,"'cxecquem', 'cxecqvec'","'qvec', 'quem', 'cxec'",22860,2014,-0.224953860782,0.717223203134,57.4737311844,309.43209196,25.5663537942,4.33152147601,26.7952834624,83.711367273,4.13180401479,6.8289765242,6.93030138118,-4.1666474972,5.2263775726,regme,0,GPS 4,105,85.238913863,5.76957689407,56,210
1014,5,0.0,0,153,1014,1,3.0,4,5,"'cxecqvec', 'cxecerec', 'epeccxec', 'cxectnec'","'erec', 'qvec', 'cxec', 'tnec', 'epec'",26310,2014,3.44310812722,7.96313822069,69.8259219469,101.149381124,10.8735267219,1.38046344668,40.4574132808,12.1964362554,1.58086180867,6.09200261194,0.0118016051281,-0.386242878894,1.06680571413,regme,0,GPS 5,105,20.6477016292,1.78374453131,56,210
1015,5,0.0,2,155,1015,1,3.0,4,5,"'cxecquem', 'cxecerec', 'epeccxec', 'cxectnec'","'erec', 'quem', 'cxec', 'tnec', 'epec'",16980,2014,2.99318977779,25.5068609895,83.0613978149,87.0635079597,14.7020893688,5.1202191132,52.7321326911,22.015524681,5.13741259691,3.71405353029,1.61954539472,2.226234535,0.591137806676,regme,1,GPS 10,105,10.0737355439,2.76741271312,70,220
1016,5,0.0,2,155,1016,5,3.0,5,7,"'pjecgyec', 'seecpjec', 'epecquem', 'ececqvec'","'gyec', 'ecec', 'pjec', 'quem', 'epec', 'seec', 'qvec'",6690,2014,0.44538716383,1.61959867563,9.33516528783,1156.07174738,58.4392319295,2.25887484438,6.78741687253,124.65024308,2.60644689473,3.07257011959,0.902182979321,-16.3183464304,7.22932921024,regme,1,GPS 13,105,147.208314985,7.2474444437,70,220
1017,5,0.0,2,155,1017,2,3.0,2,3,"'cuecgzec', 'ljecgzec'","'ljec', 'cuec', 'gzec'",22980,2014,0.917281081601,8.00608689616,55.0891106997,63.3910237158,9.35938112571,0.487853975588,28.0257951772,13.2503184176,0.454119277007,4.9160237302,1.3743579323,-3.2926159611,1.0059971404,regme,1,GPS 18,105,11.4542847091,2.57334836997,70,220
1018,5,0.0,2,155,1018,1,3.0,3,5,"'epecquem', 'njeccuec', 'mhecnjec'","'njec', 'cuec', 'mhec', 'quem', 'epec'",51150,2014,1.74440688848,41.9137366539,82.3174496463,117.314338546,18.950033462,3.3430646249,40.9236101702,14.6146071508,3.20385971518,1.20154526978,4.60022537168,-1.01702247262,0.919119733443,regme,1,GPS 19,105,17.2227331922,4.33090087515,70,220
1019,5,0.0,2,155,1019,2,3.0,2,3,"'pjecgyec', 'njecgyec'","'njec', 'gyec', 'pjec'",39450,2014,6.61974197599,48.416574162,67.5444507708,806.192081539,25.1394570264,11.9037364236,38.3222793779,22.6090657965,11.9398752023,1.95314572816,5.68410507338,-29.5287086658,1.87070126896,regme,1,GPS 27,105,58.6518616123,4.53323588614,70,220
1020,5,0.0,2,155,1020,2,3.0,2,3,"'clecmhec', 'clecljec'","'clec', 'ljec', 'mhec'",64950,2014,-0.815754476109,21.9972643183,47.8069052895,91.1709691453,20.4624748282,9.22413499151,23.2597935907,9.9822568034,9.28833241009,5.14400163178,0.0828178223667,2.10711355215,1.12627605553,regme,1,GPS 28,105,15.3761363612,4.13553294468,70,220
1021,5,0.0,2,155,1021,2,3.0,2,4,"'njecgyec', 'ececqvec'","'njec', 'qvec', 'ecec', 'gyec'",70710,2014,-1.10785002927,3.30233913507,51.2728222396,105.327919459,20.6401697378,12.0127672783,17.0384481716,19.5137064815,11.9073834039,5.13159162038,0.00389847288501,-0.617451560999,1.32854233761,regme,1,GPS 28,105,21.3981315889,5.24808040397,70,220
1022,5,0.0,2,155,1022,1,3.0,2,3,"'cuecgzec', 'ljecgzec'","'ljec', 'cuec', 'gzec'",21090,2014,-0.0527801281003,0.345586129196,55.9009019469,96.004647019,17.4169557927,6.80644585638,22.5281344089,45.9390313791,6.25877646927,4.63817486329,2.4184782924,1.43304852983,2.22697051355,regme,1,GPS 4,105,20.4063352253,3.6405964588,70,220
1023,5,0.0,2,155,1023,2,3.0,3,4,"'cxecerec', 'epeccxec', 'cxectnec'","'erec', 'cxec', 'tnec', 'epec'",23070,2014,0.790361130932,-1.10804628742,56.1376954987,83.1670423352,14.5554013086,6.21478103482,27.3503901668,32.4555450302,6.45530903131,8.23948498539,8.01362043955,1.9865452736,1.68551418641,regme,1,GPS 4,105,24.522373292,2.47320047532,70,220
1024,4,0.0,0,173,1024,1,3.0,2,4,"'maecprec', 'pjecgyec'","'maec', 'gyec', 'prec', 'pjec'",50190,2014,2.16829095066,11.1098436131,66.3235688892,178.911788357,29.2542643458,16.9881473424,34.0515642188,13.6741417306,17.0628073342,4.52947883839,2.15824846428,10.406270699,1.36321798568,regme,2,GPS 1,94,28.5470395753,2.9271258144,95,320
1025,4,0.0,0,173,1025,1,3.0,2,3,"'pjecgyec', 'njecgyec'","'njec', 'gyec', 'pjec'",45120,2014,2.86160290275,63.2149701152,71.0116976472,288.751142339,20.4108893246,5.64568982468,41.1273582831,8.66726581998,5.77202176827,2.62295142604,0.039017297504,1.06084378207,1.53590950019,regme,2,GPS 11,94,29.6952493435,3.09899647022,95,320
