,A_index,BIN_LABEL,C_flare,DAY,ID,K_index,LABEL,N_PAIRS,N_STATIONS,PAIRS,STATIONS,TIME,YEAR,kurtosis_delay,kurtosis_grad,max_elevation,max_grad,max_phase_delay,mean_code_delay,mean_elevation,mean_grad,mean_phase_delay,min_elevation,min_grad,min_phase_delay,mse,network,new_regions,prn,radio_flux,std_grad,std_phase,sunsplot_number,sunspot_area
248,8,0.0,1,25,248,3,3.0,2,4,"'cxecepec', 'coecibec'","'coec', 'epec', 'cxec', 'ibec'",13680,2014,3.15502753521,7.58691268247,67.1612473884,180.416899163,17.9291150133,12.897395059,48.0821989,33.5929808034,12.621106056,5.70776487525,0.0569316522554,3.51337203845,1.20841166572,regme,1,GPS 6,133,24.7592934446,1.73584784453,102,520
249,8,0.0,1,25,249,2,3.0,3,4,"'qveccxec', 'ereccxec', 'cxecepec'","'qvec', 'epec', 'cxec', 'erec'",71250,2014,6.36723764951,22.2369496811,46.8059899683,885.88873902,99.7174076289,21.1312326661,19.9534221258,89.9597128333,20.3203744621,4.75002707589,0.499272499023,5.94815044305,6.93917899054,regme,1,GPS 6,133,131.701425296,11.8638205583,102,520
250,8,0.0,1,25,250,2,3.0,2,4,"'njecgyec', 'cxectnec'","'njec', 'gyec', 'cxec', 'tnec'",72210,2014,0.00730538197848,1.56171728712,47.6283129248,825.727877512,40.546654444,22.1184272432,21.872478123,168.32658913,22.0541322727,3.70473063013,7.03882907359,-14.4592086795,7.36726393069,regme,1,GPS 6,133,103.320036649,10.043534318,102,520
251,8,0.0,1,25,251,2,3.0,2,3,"'qveccxec', 'ereccxec'","'qvec', 'cxec', 'erec'",76410,2014,6.58467000873,21.2716782278,46.8059899683,787.067535894,99.7174076289,20.8712302172,20.6205744123,87.8155743795,20.0506963678,4.98792774579,0.499272499023,5.94815044305,7.10325348575,regme,1,GPS 6,133,124.521424181,11.8801885985,102,520
252,8,0.0,1,25,252,3,3.0,2,4,"'cxecepec', 'mhecnjec'","'njec', 'epec', 'cxec', 'mhec'",19770,2014,1.23499831358,14.6941025967,88.7939148528,197.191072056,12.7453036373,1.13657321575,43.8433921085,20.6171983444,1.34329791809,1.88980347891,0.00266242126795,-8.11086464347,1.61230446716,regme,1,GPS 7,133,30.5984066107,2.61032840396,102,520
253,8,1.0,1,25,253,3,2.0,7,9,"'maecalec', 'cxectnec', 'ereccxec', 'qveccxec', 'ibecepec', 'erecalec', 'coecibec'","'coec', 'cxec', 'maec', 'ibec', 'erec', 'qvec', 'epec', 'tnec', 'alec'",20250,2014,4.27045345454,19.1138942129,89.7516032327,292.816279597,16.071587477,0.601554108059,44.9640474469,20.3967357506,0.572551038734,2.04308275626,0.000463530805914,-17.3698984472,1.26727476657,regme,1,GPS 7,133,27.9096665049,2.41842038881,102,520
254,8,0.0,1,25,254,3,3.0,5,6,"'ereccxec', 'cxecquem', 'cxecepec', 'maecalec', 'erecalec'","'maec', 'cxec', 'quem', 'epec', 'erec', 'alec'",19410,2014,6.4309358308,28.5861174689,78.6588365472,374.145552225,28.6063798164,2.69746936118,44.6102112161,16.7183415725,2.60329240214,5.46690000425,0.00127931621252,-11.7346569246,1.77506341366,regme,1,GPS 8,133,43.1055315249,2.75558606211,102,520
255,8,1.0,1,25,255,3,2.0,3,5,"'quemepec', 'ljecclec', 'gzecljec'","'clec', 'ljec', 'epec', 'quem', 'gzec'",21000,2014,1.73569883809,28.9809406981,80.2988083889,149.324018316,12.8021359231,3.06721992168,43.7182496432,39.5570816192,3.03335942734,6.34379754252,0.0258719842978,0.0761294572929,0.662925540253,regme,1,GPS 8,133,11.2107019018,1.88992416115,102,520
256,8,0.0,1,25,256,2,3.0,4,7,"'mhecclec', 'mhecnjec', 'gzecljec', 'erecalec'","'gzec', 'njec', 'ljec', 'erec', 'clec', 'mhec', 'alec'",22380,2014,9.76743624307,57.4287324606,72.9122620848,458.68503851,43.0420800348,3.67073901978,40.8683130242,14.8557662222,3.77158720628,2.11078182006,0.268744417719,-3.29241337086,1.33476479434,regme,1,GPS 9,133,28.6835382633,3.39435636259,102,520
257,6,0.0,3,26,257,6,3.0,4,5,"'qveccxec', 'ereccxec', 'tneccxec', 'epeccxec'","'qvec', 'epec', 'cxec', 'tnec', 'erec'",6240,2014,1.04572293242,0.148314782405,66.2299802333,683.446498923,58.9911482281,14.6803809286,33.1399994933,117.468680343,14.4514824672,4.11065671854,0.000241602494296,-39.1012841059,9.38235874192,regme,0,GPS 1,138,201.189435057,12.6387237796,109,460
258,6,0.0,3,26,258,6,3.0,5,6,"'qveccxec', 'quemcxec', 'tneccxec', 'epeccxec', 'ereccxec'","'cxec', 'quem', 'epec', 'erec', 'qvec', 'tnec'",1980,2014,6.20443704185,19.3334996438,71.9093365611,894.498783301,30.4218925493,3.09590559494,38.1835299126,48.1162712822,2.6970739523,7.11608725627,0.00317639446294,-66.0460507758,5.75427769012,regme,0,GPS 11,138,142.941176482,9.88844759403,109,460
259,6,0.0,3,26,259,1,3.0,2,3,"'quemcxec', 'quemepec'","'quem', 'cxec', 'epec'",49410,2014,-1.33639079518,33.7156755598,55.5110642307,766.346989281,14.3735851504,8.27702454622,30.5641217635,204.712568827,8.26389826765,5.3151109356,36.8517472109,1.6423514607,0.483724897388,regme,0,GPS 18,138,28.5548712752,2.35531287595,109,460
260,6,0.0,3,26,260,3,3.0,3,5,"'tneccxec', 'epeccxec', 'njecmhec'","'njec', 'mhec', 'cxec', 'tnec', 'epec'",30660,2014,-0.55099329016,13.295336757,68.7731722133,118.484409187,17.5844440882,6.75980853213,30.8958005186,9.49956746043,6.83808940185,1.43393935328,0.00406020450002,0.44843119537,0.901851981134,regme,0,GPS 26,138,15.7834164183,3.71853349331,109,460
261,6,0.0,3,26,261,2,3.0,2,4,"'ljecclec', 'njecgyec'","'njec', 'clec', 'ljec', 'gyec'",11880,2014,5.51652556959,18.3295820572,65.1731272728,1260.03414597,25.8456001341,2.21091664046,33.3813559499,36.867336482,1.72002374447,4.34076231749,0.742220410569,-67.284131465,4.37633213194,regme,0,GPS 28,138,113.182269822,6.70264288409,109,460
262,6,0.0,3,26,262,2,3.0,2,3,"'ljecclec', 'clecmhec'","'clec', 'ljec', 'mhec'",15330,2014,1.38732578162,13.7935372405,65.1731272728,154.770269259,18.6291167722,2.74811868502,35.6951535185,11.8258126211,2.81889332218,4.34076231749,0.00255691360647,-0.957887166136,1.4198179176,regme,0,GPS 28,138,31.0855480902,5.10738413229,109,460
263,6,0.0,3,26,263,1,3.0,3,4,"'qveccxec', 'tneccxec', 'epeccxec'","'qvec', 'cxec', 'tnec', 'epec'",45390,2014,6.18253500986,8.8934180581,67.1734792562,1106.21235989,73.7373736568,0.89976268429,33.7631703434,80.7920076772,0.217828807785,2.91448804825,2.05242066669,-67.14375358,8.43059316511,regme,0,GPS 28,138,182.12617799,10.5796319178,109,460
264,6,0.0,3,26,264,1,3.0,2,3,"'quemcxec', 'quemepec'","'quem', 'cxec', 'epec'",81600,2014,-0.720124447869,3.61656561136,33.9212571434,559.926821155,24.7452555337,16.9285587349,20.0537785822,139.685890194,16.8981983575,5.31967272375,17.3396758195,12.4498621844,0.775066444104,regme,0,GPS 3,138,57.650952378,2.24264151989,109,460
265,6,0.0,3,26,265,2,3.0,2,3,"'ibecepec', 'quemepec'","'quem', 'ibec', 'epec'",71940,2014,-1.0553533794,14.3781284661,46.751905072,525.764448396,36.2560554177,20.3793517573,19.6974886508,180.383927458,20.4791500656,4.17644591473,0.350404668109,9.85131831874,0.795252568209,regme,0,GPS 6,138,29.432337571,5.33759335085,109,460
266,6,0.0,3,26,266,2,3.0,3,4,"'quemcxec', 'tneccxec', 'epeccxec'","'quem', 'cxec', 'tnec', 'epec'",74490,2014,-0.317681054627,0.284432945955,47.7610718803,265.274960301,45.0069730345,19.1109785153,22.1269676224,63.7556805886,20.4116104089,4.71944638886,1.43026591496,9.85131831874,4.37352873895,regme,0,GPS 6,138,84.8453280253,7.30492840695,109,460
267,6,0.0,3,26,267,1,3.0,3,4,"'qveccxec', 'quemcxec', 'quemepec'","'qvec', 'quem', 'cxec', 'epec'",76860,2014,-0.438197570168,4.14396862896,47.4066090351,525.764448396,45.0069730345,18.7691383675,22.0579008275,160.34884869,19.4051779627,4.31912920101,0.00632819613248,9.85131831874,3.08852275193,regme,0,GPS 6,138,65.099476589,6.29841587514,109,460
268,4,0.0,7,27,268,4,3.0,2,3,"'maecalec', 'erecalec'","'erec', 'maec', 'alec'",1110,2014,0.953946536145,0.532852347951,66.0260342023,439.186994877,34.4897401616,16.9796757848,34.6541443594,85.1322150131,18.0678116428,6.22969039102,0.00119656755571,2.47448664135,5.07588452262,regme,2,GPS 1,144,108.968128597,5.90921689497,62,490
269,4,0.0,7,27,269,1,3.0,3,4,"'cxecqvec', 'cxecepec', 'cxecerec'","'erec', 'qvec', 'cxec', 'epec'",17940,2014,2.66215757198,-0.146533657732,65.3360914206,787.241943102,98.5692605329,16.7688547764,34.2912004824,156.58658578,16.3988482594,4.43186324155,0.000456105409802,-34.1715604085,16.4880327917,regme,2,GPS 1,144,240.472908408,17.1959469617,62,490
270,4,0.0,7,27,270,1,3.0,3,6,"'njecgyec', 'ececqvec', 'cxectnec'","'gyec', 'cxec', 'njec', 'ecec', 'qvec', 'tnec'",19170,2014,2.4549926639,3.77296474497,66.2297257794,1126.50026595,98.5692605329,16.7949411198,34.3251655711,133.473644027,16.725952143,3.53041027914,0.0761578550671,-34.1715604085,11.5785400609,regme,2,GPS 1,144,205.457460525,11.9912185352,62,490
271,4,1.0,7,27,271,1,2.0,2,3,"'quemibec', 'quemepec'","'quem', 'ibec', 'epec'",13380,2014,0.0535062439146,5.19333856848,71.2220019919,65.5261234783,17.2720387242,5.59647380766,38.9704971027,9.99741825674,5.59068257511,6.67211577969,0.000267121362272,-2.08952679155,0.4026239698,regme,2,GPS 11,144,9.04910169112,4.51091909068,62,490
272,4,0.0,7,27,272,1,3.0,2,3,"'cxecqvec', 'ececqvec'","'qvec', 'ecec', 'cxec'",82740,2014,-1.4604569706,-1.46490673387,9.1148064301,337.881668818,40.0962037843,22.553245399,6.8929689955,119.66422168,24.1252256935,4.57876394684,0.860600641218,11.2157391147,6.51469011415,regme,2,GPS 11,144,83.1183570418,7.55592731932,62,490
273,4,0.0,7,27,273,1,3.0,2,4,"'maecalec', 'ececqvec'","'qvec', 'maec', 'ecec', 'alec'",83280,2014,8.13380704781,7.03293301319,9.30488344881,337.881668818,40.0962037843,21.2022614196,7.45840069257,103.798720826,21.8964944128,5.28425300317,3.33046378156,10.6281409782,5.24352257517,regme,2,GPS 11,144,57.1738441875,5.28346505825,62,490
274,4,0.0,7,27,274,1,3.0,2,3,"'cxecqvec', 'ececqvec'","'qvec', 'ecec', 'cxec'",40770,2014,2.24348877232,51.7723374081,62.7289222847,260.360026551,25.3934335592,4.70034301743,29.0129234017,10.5749339469,4.74027376232,5.02663856113,0.000430780853906,-2.84299409827,1.19198380593,regme,2,GPS 13,144,28.6195836581,3.79844237288,62,490
275,4,0.0,7,27,275,1,3.0,2,3,"'clecmhec', 'clecljec'","'clec', 'ljec', 'mhec'",78300,2014,1.06405939222,10.0283205948,35.0932360444,69.2865328757,20.7597605517,13.4848409974,24.9989100129,8.07242045447,13.5657398685,5.41672508145,0.00212634992142,10.4117313531,0.842212413006,regme,2,GPS 14,144,15.5269288543,2.60445910718,62,490
276,4,0.0,7,27,276,1,3.0,2,2,'njecgyec',"'njec', 'gyec'",36030,2014,7.36035282919,58.0384568476,57.1847529457,772.05785508,58.6834647222,14.6234933568,29.2563032439,40.9567178143,14.7827168789,2.16779717861,5.69478134463,4.74189322722,3.63829809742,regme,2,GPS 24,144,91.8395697825,5.96746930753,62,490
277,4,0.0,7,27,277,1,3.0,3,4,"'cxecepec', 'cxecqvec', 'cxectnec'","'qvec', 'cxec', 'tnec', 'epec'",74370,2014,-0.92225511004,48.9285298251,41.3884781137,195.848761491,38.2564897134,24.6280533184,18.4912702601,13.2700438661,24.9575186035,3.72378792803,4.71734466801,16.2233184494,1.47210796393,regme,2,GPS 27,144,21.7143542309,5.54047672514,62,490
278,4,0.0,7,27,278,4,3.0,2,3,"'clecmhec', 'clecljec'","'clec', 'ljec', 'mhec'",10740,2014,3.50812457558,9.96316340471,65.1722243419,206.566236817,26.4543583403,2.15540228653,35.4505823273,16.5476539013,2.29042053014,4.35163288155,0.0270221794072,-2.44781426693,2.23574175599,regme,2,GPS 28,144,48.0426882392,5.91585199888,62,490
279,4,0.0,7,27,279,1,3.0,2,3,"'mhecnjec', 'njecgyec'","'njec', 'gyec', 'mhec'",19410,2014,8.28627203711,23.0200381409,64.7271480488,1338.39987877,70.4155972353,3.23555412932,28.2653323782,168.472397305,3.88949966704,4.83158012522,29.4643969101,-18.4507413919,8.76609237518,regme,2,GPS 28,144,126.45751379,8.02894845645,62,490
280,4,0.0,7,27,280,1,3.0,2,3,"'cxecepec', 'cxecqvec'","'qvec', 'cxec', 'epec'",80400,2014,11.7018273476,46.7986140163,64.0574346935,1039.11742902,104.156647389,14.0849825161,30.7996786808,27.4014664473,14.4453682868,5.02607541371,0.0295881374169,5.00001989568,4.61351987842,regme,2,GPS 29,144,123.502554808,11.2721007416,62,490
281,4,0.0,7,27,281,1,3.0,2,3,"'cxecerec', 'cxectnec'","'erec', 'cxec', 'tnec'",81600,2014,8.72701715924,29.4417702343,63.0948103059,929.148389981,104.156647389,13.9965767748,30.6173000896,34.8619880865,14.7193645461,5.74210505017,0.00302223492187,4.81388960076,5.87065283583,regme,2,GPS 29,144,148.134413896,12.2036780187,62,490
282,4,0.0,7,27,282,1,3.0,7,7,"'cxecepec', 'maecerec', 'cxecerec', 'ljecgzec', 'erecalec'","'maec', 'cxec', 'ljec', 'epec', 'erec', 'alec', 'gzec'",13860,2014,2.225667809,13.1425001773,86.3170324537,99.3907197558,19.9073568316,10.6757560049,52.1729449616,8.80438737,10.6944655302,2.38229597621,0.014768100899,1.2774559836,0.613028050888,regme,2,GPS 3,144,10.1889181405,2.07344529875,62,490
283,4,1.0,7,27,283,1,2.0,2,3,"'maecerec', 'maecalec'","'erec', 'maec', 'alec'",14550,2014,0.480361326212,19.0646702193,86.3170324537,70.3918043402,19.9073568316,10.635977017,53.2476091228,7.92327657182,10.6336785786,2.38229597621,0.0513778011393,4.10445429811,0.635928740848,regme,2,GPS 3,144,7.87881955384,2.0186305919,62,490
284,4,0.0,7,27,284,1,3.0,2,3,"'mhecnjec', 'njecgyec'","'njec', 'gyec', 'mhec'",13950,2014,1.38645062752,5.44465613107,14.143124903,883.650963817,28.4923263456,12.538535557,11.4396569651,79.7584925039,13.1855625968,7.24689859115,0.104501718231,-48.4751415049,6.04197958089,regme,2,GPS 31,144,146.828150669,10.1976600392,62,490
285,4,0.0,7,27,285,1,3.0,4,5,"'cxecqvec', 'cxecepec', 'cxecerec', 'cxectnec'","'erec', 'qvec', 'cxec', 'tnec', 'epec'",25170,2014,5.08331166377,47.5335937495,61.1759217614,334.353267348,33.2012795868,9.06651570432,31.7922100201,12.0706138211,9.15810882857,6.65899029884,0.000860343803216,4.38151194348,1.63251091082,regme,2,GPS 32,144,40.7718338177,3.78767441465,62,490
286,4,0.0,7,27,286,1,3.0,2,3,"'mhecnjec', 'clecmhec'","'njec', 'clec', 'mhec'",84180,2014,-1.13087428315,-1.76980197879,51.9793929909,255.011792209,32.2717705865,14.6472448234,29.467954295,160.295142685,15.340949824,4.81757309672,105.766405518,3.7006928717,6.94578012778,regme,2,GPS 32,144,53.3530829656,7.34694185059,62,490
287,4,0.0,7,27,287,1,3.0,4,7,"'mhecnjec', 'ececqvec', 'clecmhec', 'ljecgzec'","'ecec', 'njec', 'ljec', 'qvec', 'clec', 'gzec', 'mhec'",21180,2014,11.484199008,74.5571741121,58.9843144003,753.826233342,52.4710423661,5.15647427218,30.5482922727,13.6483993453,5.31488295758,3.31180131638,0.000721986726374,-37.4499962574,2.42121270815,regme,2,GPS 4,144,55.2831056923,5.38952913008,62,490
288,4,0.0,7,27,288,1,3.0,3,4,"'cxecepec', 'cxecqvec', 'cxectnec'","'qvec', 'cxec', 'tnec', 'epec'",56370,2014,0.665734256688,18.391248153,68.5864086021,401.916517538,20.1018741501,2.7915887825,35.933464342,18.2436167248,3.12350609693,3.67052640183,0.000826927372296,-21.1937995843,2.18290549515,regme,2,GPS 5,144,46.6733867931,5.3538081641,62,490
289,4,0.0,7,27,289,1,3.0,3,5,"'quemepec', 'maecerec', 'maecalec'","'erec', 'maec', 'epec', 'quem', 'alec'",72570,2014,-0.824297260031,43.6931076534,50.6384339745,218.167413823,35.1895961842,20.2947872117,22.6908166873,10.5616538738,20.3397745046,5.31006979007,0.0196287383925,11.3568461636,1.13845131486,regme,2,GPS 6,144,29.1625610293,6.1728632879,62,490
290,4,0.0,7,27,290,1,3.0,4,5,"'cxecquem', 'cxecepec', 'cxecqvec', 'cxectnec'","'qvec', 'quem', 'cxec', 'tnec', 'epec'",74280,2014,0.0312440964534,24.5729676105,49.2419340361,376.194834701,35.4692424249,19.7686866559,23.6783448096,60.7224664408,20.2674798681,4.80891787052,37.0021740447,5.67774173415,3.7221164086,regme,2,GPS 6,144,54.7311298155,5.51618716976,62,490
291,4,0.0,7,27,291,1,3.0,3,4,"'cxecepec', 'quemepec', 'ibecepec'","'epec', 'quem', 'cxec', 'ibec'",41670,2014,3.2064698432,26.2552306074,70.8184833884,400.493394341,17.979929089,2.76001594987,36.7924754364,47.6972704675,2.71667392977,4.38465841271,0.0120580765919,-0.233845064777,0.73957326032,regme,2,GPS 9,144,31.1979994671,3.10852803747,62,490
292,12,0.0,5,41,292,12,3.0,3,4,"'cxecerec', 'epeccxec', 'cxectnec'","'erec', 'cxec', 'tnec', 'epec'",1710,2014,0.96335908556,-0.105839877301,66.2591301241,683.632361882,79.4867932187,18.2313638492,36.1165883959,127.382396636,18.163188194,4.56406771646,0.0178721104588,-31.8722278195,10.2648426048,regme,1,GPS 1,161,225.048802648,14.8802935099,122,940
293,12,0.0,5,41,293,4,3.0,2,3,"'mhecnjec', 'njecgyec'","'njec', 'gyec', 'mhec'",78900,2014,-0.807906797199,56.9602962032,10.5677866838,275.615195343,50.2483616458,37.8260555329,7.18468142397,14.4805152625,37.6936611989,3.36658700586,0.0377292007768,29.1825191183,1.60231068252,regme,1,GPS 1,161,30.7664069076,4.82610301566,122,940
294,12,0.0,5,41,294,4,3.0,2,3,"'cxecqvec', 'ececqvec'","'qvec', 'ecec', 'cxec'",82680,2014,6.94121149927,4.31540851474,8.76170907669,1102.94822378,122.548311687,37.2401665102,6.8932799135,117.42156025,40.1768276475,3.9947801361,1.34826384946,28.3439321246,13.0158853385,regme,1,GPS 1,161,281.894683983,16.102680107,122,940
295,12,0.0,5,41,295,1,3.0,5,7,"'cxecqvec', 'mhecnjec', 'cxecerec', 'epeccxec', 'cxectnec'","'cxec', 'njec', 'epec', 'erec', 'qvec', 'tnec', 'mhec'",70740,2014,3.16186487392,14.8256004775,45.4495585369,1158.5964703,86.2955948208,10.2577996727,26.4556909897,47.4893376487,9.89549806001,1.53532245434,0.00340439413953,-57.6982222673,5.9378736583,regme,1,GPS 12,161,163.009393461,13.5482267943,122,940
296,12,0.0,5,41,296,2,3.0,2,3,"'mhecnjec', 'clecmhec'","'njec', 'clec', 'mhec'",53490,2014,-0.0515533762282,8.55849249602,35.2893451834,208.305584491,26.9153209517,19.6997044255,24.8237409984,22.4088702381,19.8856135466,4.63808791641,0.0365804821099,3.1876120048,1.85483797337,regme,1,GPS 14,161,33.6091896004,4.28760966657,122,940
297,12,0.0,5,41,297,2,3.0,2,3,"'clecmhec', 'clecljec'","'clec', 'ljec', 'mhec'",28260,2014,0.0888119115151,50.1667189293,37.7682913159,61.9438354942,16.289774701,8.96423901761,31.6341954632,4.43036792374,8.97103730826,15.1874251191,0.00788855133229,0.368053241564,0.409456471965,regme,1,GPS 20,161,6.69992778745,3.11190412607,122,940
298,12,0.0,5,41,298,1,3.0,2,3,"'mhecnjec', 'clecmhec'","'njec', 'clec', 'mhec'",58290,2014,1.50633172249,2.94384817926,44.1439754492,963.261216338,40.3065775021,22.2535966368,26.075628777,192.344083482,22.3936589256,1.65876772999,0.000723931732295,-47.3249038298,12.9989770629,regme,1,GPS 25,161,251.299845135,15.7090565058,122,940
299,12,0.0,5,41,299,2,3.0,2,4,"'mhecnjec', 'ececqvec'","'njec', 'qvec', 'ecec', 'mhec'",22290,2014,0.329648604089,30.6916035294,66.7173348662,154.907327837,24.2500976544,6.95717362538,28.782430384,7.09681034608,7.01895346446,1.94799541745,0.000661124993243,0.598176251477,1.16560097135,regme,1,GPS 26,161,19.3435751252,5.27506180181,122,940
300,12,0.0,5,41,300,2,3.0,2,3,"'cxecqvec', 'cxecerec'","'erec', 'cxec', 'qvec'",25080,2014,0.609637145136,5.97046166539,67.8283889563,295.707820929,18.054404301,5.45553584711,34.4549640969,29.1917160406,5.25431032728,4.3353238917,0.000715257050347,-12.2048463673,2.99355658358,regme,1,GPS 26,161,59.50564794,4.94958625906,122,940
301,12,0.0,5,41,301,2,3.0,3,4,"'cxecquem', 'epeccxec', 'cxectnec'","'quem', 'cxec', 'tnec', 'epec'",32910,2014,0.264783446712,5.70037436408,68.8216104106,191.592696019,17.4579869851,4.47139432114,36.078246109,33.2883022168,4.75582399477,4.63251135785,0.00132838917466,-2.82510557738,1.92493920844,regme,1,GPS 26,161,40.7630262709,4.39086058143,122,940
302,12,0.0,5,41,302,2,3.0,2,3,"'epecibec', 'epecquem'","'quem', 'ibec', 'epec'",40980,2014,7.4259238948,41.3220855305,66.8839267229,1843.66340387,27.2596019455,-0.153845122889,32.5820608943,185.497820017,-0.192416950713,4.81381413078,0.00163314232848,-6.71218044152,1.13685008497,regme,1,GPS 28,161,134.864392646,5.67390830192,122,940
303,12,0.0,5,41,303,12,3.0,2,3,"'cxecerec', 'cxectnec'","'erec', 'cxec', 'tnec'",10170,2014,-1.07080542465,-0.429953594098,15.2214798794,683.240023346,31.0355776747,17.8907123611,12.4931840742,173.164861371,13.4190443689,5.71277810878,2.07244796774,-34.8496777992,12.8528371176,regme,1,GPS 31,161,252.406803895,15.1272391549,122,940
304,12,0.0,5,41,304,3,3.0,2,3,"'cxecqvec', 'epeccxec'","'qvec', 'cxec', 'epec'",10890,2014,-1.01552581326,-0.438677043101,14.6032092633,750.486848218,31.0355776747,18.2032058247,12.1915734345,173.824408521,13.7479048707,5.03981812333,0.145280711535,-34.8496777992,12.8672281582,regme,1,GPS 31,161,257.630038727,14.8632179427,122,940
305,12,0.0,5,41,305,1,3.0,2,3,"'epecibec', 'coecibec'","'coec', 'ibec', 'epec'",74790,2014,-1.20787500631,25.6744911825,60.4689459211,262.841989355,32.3540125449,20.9345687587,38.811530189,19.9754973567,20.5785178507,2.73491324374,0.0247383705049,11.8558073014,1.62911320354,regme,1,GPS 32,161,43.2604813877,5.99492225277,122,940
306,12,0.0,5,41,306,3,3.0,2,4,"'njecgyec', 'ececqvec'","'njec', 'qvec', 'ecec', 'gyec'",14790,2014,7.37079276949,24.9649428609,72.5012471489,415.36307521,31.8334274265,4.23716233041,38.4734130426,18.6247980905,4.61486989736,3.10921828594,0.0513407665483,0.823246728307,2.514608718,regme,1,GPS 9,161,57.8659348217,3.866269947,122,940
308,6,1.0,1,65,308,6,1.0,3,4,"'checepec', 'cxecepec', 'ibecepec'","'ibec', 'epec', 'chec', 'cxec'",10110,2014,5.10114153044,15.6172937298,66.2419086781,588.197851477,33.2853726667,19.6694365958,41.1796710564,42.2163262642,19.8454821216,5.45903349547,0.00417248012772,-13.9713898949,3.98176685556,regme,2,GPS 1,149,87.6067542098,6.02280879648,174,540
309,6,0.0,1,65,309,1,3.0,3,4,"'maecprec', 'maecerec', 'maecalec'","'erec', 'maec', 'prec', 'alec'",15780,2014,1.64121328469,34.9950625772,66.2337221952,346.925892574,48.2332690368,18.8911984741,42.7975287129,16.9010797618,18.9245904111,2.41493560382,0.00775747005792,10.1619053435,2.04861559229,regme,2,GPS 1,149,34.6352566708,5.85215926837,174,540
310,6,0.0,1,65,310,3,3.0,3,4,"'maecprec', 'prectnec', 'precerec'","'erec', 'maec', 'tnec', 'prec'",76710,2014,-0.74479849356,47.9590611344,21.0620945467,181.277930607,45.9922241548,37.9449766535,10.8773327078,12.3679144781,37.9943928142,5.36335438218,0.545333741541,26.7606016125,1.51215772347,regme,2,GPS 1,149,25.3747040963,4.88403563346,174,540
311,6,0.0,1,65,311,1,3.0,2,4,"'quemepec', 'njeccuec'","'njec', 'cuec', 'quem', 'epec'",16680,2014,-0.435274695201,36.0133489284,80.8994815108,302.02170308,11.8711879835,4.17347667644,44.0849990125,142.527992665,4.21758636193,6.42686535674,0.134277494861,0.504318794112,0.435874740287,regme,2,GPS 10,149,17.8786949802,2.76531055631,174,540
312,6,0.0,1,65,312,1,3.0,5,6,"'cxecquem', 'cxecepec', 'cxecerec', 'cxecqvec', 'cxectnec'","'cxec', 'quem', 'epec', 'erec', 'qvec', 'tnec'",38490,2014,12.3784241304,50.0954448482,81.8294636522,537.389820549,39.9830720289,3.80548271013,43.1418746819,21.3108515931,3.91960503671,4.03451841603,0.0222465155413,-10.1612645968,1.9232271615,regme,2,GPS 10,149,56.8802888575,4.08109115248,174,540
313,6,1.0,1,65,313,6,2.0,8,9,"'cxecqvec', 'cxectnec', 'quemibec', 'precerec', 'checquem', 'checepec', 'chectnec', 'quemepec'","'cxec', 'quem', 'ibec', 'prec', 'epec', 'erec', 'chec', 'qvec', 'tnec'",7560,2014,-1.06905626741,1.31514800855,72.1708980314,387.304070588,22.7718094024,10.577174073,47.5646267105,55.1731476452,10.5811194729,5.41717892007,0.00262909411247,-0.176490485856,0.848932391209,regme,2,GPS 11,149,24.8866682977,5.82807968407,174,540
314,6,0.0,1,65,314,6,3.0,4,6,"'checibec', 'mhecnjec', 'njecgyec', 'clecmhec'","'gyec', 'njec', 'ibec', 'chec', 'clec', 'mhec'",10500,2014,4.87160519568,16.4586141652,72.0215284388,1150.39834753,85.6898225073,8.56774638583,50.0382289444,60.3438269106,8.64314622088,4.72273848216,0.00618407247708,-64.582122538,5.87358414343,regme,2,GPS 11,149,158.434698903,9.27690544559,174,540
315,6,1.0,1,65,315,1,1.0,2,4,"'checquem', 'ibecepec'","'epec', 'quem', 'chec', 'ibec'",11220,2014,-1.06133179981,3.01067338786,72.0215284388,152.736640073,22.5945619014,11.1853426447,46.6627196778,45.9737325793,11.2482964113,7.20746193599,0.716268610389,0.727959932473,1.46252585343,regme,2,GPS 11,149,24.8294936646,5.0879396587,174,540
316,6,0.0,1,65,316,2,3.0,2,4,"'quemepec', 'njecgyec'","'njec', 'gyec', 'quem', 'epec'",74130,2014,-0.702327661456,3.42157622183,40.3437305738,658.334272463,35.4697802088,22.0592202396,22.1460607442,174.961793001,20.640053034,3.16493048644,4.35973767304,-9.37639121041,5.29743770059,regme,2,GPS 11,149,125.300727286,7.65428804814,174,540
317,6,1.0,1,65,317,6,2.0,2,4,"'mhecnjec', 'cxecqvec'","'njec', 'qvec', 'cxec', 'mhec'",4890,2014,2.50763561808,21.2523018058,64.0422697261,180.111397942,24.4988908898,7.20476564963,30.1663984215,18.7684890271,7.20030907822,4.27441179589,0.00501125958099,-15.2872147339,1.48347875313,regme,2,GPS 13,149,27.2161797518,5.01665750326,174,540
