,A_index,C_flare,K_index,N_PAIRS,N_STATIONS,kurtosis_delay,kurtosis_grad,max_elevation,max_grad,max_phase_delay,mean_code_delay,mean_elevation,mean_grad,mean_phase_delay,min_elevation,min_grad,min_phase_delay,mse,new_regions,radio_flux,std_grad,std_phase,sunsplot_number,sunspot_area,bucket_grad,bucket_grad_mean,k_index_bucket,elev_min_bucket,elev_mean_bucket,elev_max_bucket,grad_elev,BIN_LABEL,LABEL,prn,network,STATIONS,PAIRS,ID,YEAR,DAY,TIME
289,12,5,4,2,3,6.94121149927,4.31540851474,8.76170907669,1102.94822378,122.548311687,37.2401665102,6.8932799135,117.42156025,40.1768276475,3.9947801361,1.34826384946,28.3439321246,13.0158853385,1,161,281.894683983,16.102680107,122,940,5,2,3,0,0,0,50,0.0,3.0,GPS 1,regme,"'qvec', 'ecec', 'cxec'","'cxecqvec', 'ececqvec'",294,2014,41,82680
290,12,5,1,5,7,3.16186487392,14.8256004775,45.4495585369,1158.5964703,86.2955948208,10.2577996727,26.4556909897,47.4893376487,9.89549806001,1.53532245434,0.00340439413953,-57.6982222673,5.9378736583,1,161,163.009393461,13.5482267943,122,940,5,1,1,0,1,2,51,0.0,3.0,GPS 12,regme,"'cxec', 'njec', 'epec', 'erec', 'qvec', 'tnec', 'mhec'","'cxecqvec', 'mhecnjec', 'cxecerec', 'epeccxec', 'cxectnec'",295,2014,41,70740
291,12,5,2,2,3,-0.0515533762282,8.55849249602,35.2893451834,208.305584491,26.9153209517,19.6997044255,24.8237409984,22.4088702381,19.8856135466,4.63808791641,0.0365804821099,3.1876120048,1.85483797337,1,161,33.6091896004,4.28760966657,122,940,3,1,2,0,1,2,31,0.0,3.0,GPS 14,regme,"'njec', 'clec', 'mhec'","'mhecnjec', 'clecmhec'",296,2014,41,53490
292,12,5,2,2,3,0.0888119115151,50.1667189293,37.7682913159,61.9438354942,16.289774701,8.96423901761,31.6341954632,4.43036792374,8.97103730826,15.1874251191,0.00788855133229,0.368053241564,0.409456471965,1,161,6.69992778745,3.11190412607,122,940,2,1,2,1,2,2,22,0.0,3.0,GPS 20,regme,"'clec', 'ljec', 'mhec'","'clecmhec', 'clecljec'",297,2014,41,28260
293,12,5,1,2,3,1.50633172249,2.94384817926,44.1439754492,963.261216338,40.3065775021,22.2535966368,26.075628777,192.344083482,22.3936589256,1.65876772999,0.000723931732295,-47.3249038298,12.9989770629,1,161,251.299845135,15.7090565058,122,940,4,2,1,0,1,2,41,0.0,3.0,GPS 25,regme,"'njec', 'clec', 'mhec'","'mhecnjec', 'clecmhec'",298,2014,41,58290
294,12,5,2,2,4,0.329648604089,30.6916035294,66.7173348662,154.907327837,24.2500976544,6.95717362538,28.782430384,7.09681034608,7.01895346446,1.94799541745,0.000661124993243,0.598176251477,1.16560097135,1,161,19.3435751252,5.27506180181,122,940,2,1,2,0,1,3,21,0.0,3.0,GPS 26,regme,"'njec', 'qvec', 'ecec', 'mhec'","'mhecnjec', 'ececqvec'",299,2014,41,22290
295,12,5,2,2,3,0.609637145136,5.97046166539,67.8283889563,295.707820929,18.054404301,5.45553584711,34.4549640969,29.1917160406,5.25431032728,4.3353238917,0.000715257050347,-12.2048463673,2.99355658358,1,161,59.50564794,4.94958625906,122,940,3,1,2,0,2,3,32,0.0,3.0,GPS 26,regme,"'erec', 'cxec', 'qvec'","'cxecqvec', 'cxecerec'",300,2014,41,25080
296,12,5,2,3,4,0.264783446712,5.70037436408,68.8216104106,191.592696019,17.4579869851,4.47139432114,36.078246109,33.2883022168,4.75582399477,4.63251135785,0.00132838917466,-2.82510557738,1.92493920844,1,161,40.7630262709,4.39086058143,122,940,2,1,2,0,2,3,22,0.0,3.0,GPS 26,regme,"'quem', 'cxec', 'tnec', 'epec'","'cxecquem', 'epeccxec', 'cxectnec'",301,2014,41,32910
297,12,5,2,2,3,7.4259238948,41.3220855305,66.8839267229,1843.66340387,27.2596019455,-0.153845122889,32.5820608943,185.497820017,-0.192416950713,4.81381413078,0.00163314232848,-6.71218044152,1.13685008497,1,161,134.864392646,5.67390830192,122,940,5,2,2,0,2,3,52,0.0,3.0,GPS 28,regme,"'quem', 'ibec', 'epec'","'epecibec', 'epecquem'",302,2014,41,40980
298,12,5,12,2,3,-1.07080542465,-0.429953594098,15.2214798794,683.240023346,31.0355776747,17.8907123611,12.4931840742,173.164861371,13.4190443689,5.71277810878,2.07244796774,-34.8496777992,12.8528371176,1,161,252.406803895,15.1272391549,122,940,4,2,4,0,0,1,40,0.0,3.0,GPS 31,regme,"'erec', 'cxec', 'tnec'","'cxecerec', 'cxectnec'",303,2014,41,10170
299,12,5,3,2,3,-1.01552581326,-0.438677043101,14.6032092633,750.486848218,31.0355776747,18.2032058247,12.1915734345,173.824408521,13.7479048707,5.03981812333,0.145280711535,-34.8496777992,12.8672281582,1,161,257.630038727,14.8632179427,122,940,4,2,2,0,0,0,40,0.0,3.0,GPS 31,regme,"'qvec', 'cxec', 'epec'","'cxecqvec', 'epeccxec'",304,2014,41,10890
300,12,5,1,2,3,-1.20787500631,25.6744911825,60.4689459211,262.841989355,32.3540125449,20.9345687587,38.811530189,19.9754973567,20.5785178507,2.73491324374,0.0247383705049,11.8558073014,1.62911320354,1,161,43.2604813877,5.99492225277,122,940,3,1,1,0,2,3,32,0.0,3.0,GPS 32,regme,"'coec', 'ibec', 'epec'","'epecibec', 'coecibec'",305,2014,41,74790
0,117,9,8,2,4,-1.02046855516,-0.176978057537,12.9277735485,347.072914279,46.2871544137,32.0622472735,11.8069960741,148.44065487,32.4510062792,9.89827273227,2.0908461257,11.7444337633,2.144724697,0,175,76.6757870378,7.80618642135,118,2010,3,2,4,0,0,0,30,1.0,1.0,GPS 26,conus,"'kntn', 'mtvr', 'colb', 'sidn'","'mtvrcolb', 'kntnsidn'",0,2003,324,74370
1,117,9,9,2,4,1.05659818471,-1.1409286805,11.9634080253,358.942379279,46.2642089414,20.7297185372,11.290630866,158.659956814,20.6305623582,10.4522250381,2.28472793713,12.161865188,1.03666942618,0,175,104.174454143,5.21873106384,118,2010,3,2,4,0,0,0,30,1.0,1.0,GPS 26,conus,"'garf', 'woos', 'freo', 'lsbn'","'freolsbn', 'garfwoos'",1,2003,324,76650
2,117,9,9,7,10,2.89893282909,57.0657154407,83.6729825257,379.956791043,37.9102596886,4.15864967287,51.7585365117,17.2744311525,4.15419775355,10.1107273666,0.00100610181142,-1.76128502197,0.689641919952,0,175,29.5842566527,8.16366829458,118,2010,3,1,4,0,2,3,32,1.0,1.0,GPS 28,conus,"'kntn', 'woos', 'pktn', 'leba', 'grtn', 'stkr', 'erla', 'sidn', 'mtvr', 'colb'","'pktngrtn', 'mtvrwoos', 'mtvrcolb', 'grtnerla', 'pktnstkr', 'lebaerla', 'kntnsidn'",2,2003,324,75690
3,117,9,8,2,4,-1.34044490438,17.6622668513,72.4651987033,356.411171488,38.0733329066,18.6741167563,43.7195176363,44.1980657866,18.6559091829,7.75920097714,0.0456081856759,3.43579591031,2.23432475875,0,175,47.881077794,9.34112845074,118,2010,3,1,4,0,2,3,32,1.0,1.0,GPS 8,conus,"'garf', 'usno', 'zob1', 'gode'","'zob1garf', 'godeusno'",3,2003,324,75570
14,12,3,1,2,4,2.04288787612,11.1801014282,67.4170841156,129.357829584,20.2441823988,1.23662426787,28.1071688069,16.5339822745,1.24663520762,2.16565471964,0.00676246675339,-9.19337411417,1.03238814625,1,160,18.0584861631,5.45426650263,106,610,2,1,1,0,1,3,21,1.0,1.0,GPS 28,regme,"'qvec', 'coec', 'ecec', 'ibec'","'ibeccoec', 'qvececec'",10,2014,1,19710
40,4,11,4,7,9,4.3868909954,14.4660472633,86.2766421539,721.422498876,49.8381355106,-0.643460124217,44.7369955618,36.8839432209,-0.578367556295,3.12637144063,0.0141411314752,-17.2360757853,3.05301495735,3,129,71.7901390499,5.15884673896,95,360,4,1,3,0,2,3,42,1.0,2.0,GPS 19,regme,"'coec', 'gyec', 'cxec', 'njec', 'quem', 'ibec', 'erec', 'qvec', 'tnec'","'cxecquem', 'cxecerec', 'cxectnec', 'quemibec', 'njecgyec', 'cxecqvec', 'ibeccoec'",36,2014,17,6300
41,4,11,4,3,6,1.87795716858,14.7400301954,69.4986073638,304.588028599,29.095954418,11.3755481907,45.2310457242,28.0876991547,11.4308492801,3.07731568842,0.0210332076252,5.45021786778,1.14143316327,3,129,31.5594928502,2.9806695558,95,360,3,1,3,0,2,3,32,1.0,1.0,GPS 27,regme,"'coec', 'cxec', 'ibec', 'epec', 'erec', 'alec'","'ibeccoec', 'erecalec', 'epeccxec'",37,2014,17,4650
45,4,11,4,3,5,-0.319775197323,9.94430769667,86.0327849857,70.1347398482,16.7769102336,7.26922524964,46.7931972447,11.9446930991,7.26783565841,3.6054221779,0.000450897687298,0.991996593655,0.389809338883,3,129,8.16975491512,3.18963209653,95,360,2,1,3,0,2,3,22,1.0,2.0,GPS 3,regme,"'njec', 'gyec', 'coec', 'quem', 'ibec'","'quemibec', 'ibeccoec', 'njecgyec'",41,2014,17,6930
46,4,11,4,3,4,-0.617513934265,17.9783353933,85.6602120673,410.015754299,15.8199578808,6.98786561309,47.5487892314,58.7327125799,7.01378712563,6.50788014653,0.132897331298,0.991996593655,0.618870580665,3,129,17.9280583994,3.26965881659,95,360,3,2,3,0,2,3,32,1.0,2.0,GPS 3,regme,"'ibec', 'quem', 'cxec', 'epec'","'epecibec', 'epecquem', 'epeccxec'",42,2014,17,7650
47,4,11,4,3,4,-0.821434860394,4.48417967851,67.1355231405,202.578476999,14.4136009144,7.50272211392,44.1501729865,52.9903592474,7.49324829347,3.37913211531,0.0612694144833,1.93700932503,0.3520299343,3,129,13.7406529906,2.61758834684,95,360,3,2,3,0,2,3,32,1.0,2.0,GPS 6,regme,"'coec', 'quem', 'ibec', 'epec'","'quemibec', 'epecquem', 'ibeccoec'",43,2014,17,4770
60,2,7,2,5,7,-0.581293124984,13.4109597871,60.1745292671,103.411903781,13.9847892319,8.03441758707,35.3222865691,12.5998812765,8.02750747808,6.78767363632,0.000924026959778,2.12323207595,0.292619548216,2,130,8.07960519616,1.7787134572,114,500,2,1,2,0,2,3,22,1.0,2.0,GPS 32,regme,"'coec', 'cxec', 'ibec', 'epec', 'erec', 'tnec', 'alec'","'epecibec', 'ibeccoec', 'erecalec', 'epeccxec', 'cxectnec'",56,2014,18,10440
91,8,2,3,2,3,4.34064500346,15.3037033296,61.5891036987,604.619318002,13.2217528309,1.3203756255,28.7498295166,32.0240082091,0.881568919352,4.84902409181,0.0188569924668,-42.6895589112,2.94552253702,2,146,64.1123404124,5.01063606777,141,820,4,1,2,0,1,3,41,1.0,2.0,GPS 13,regme,"'quem', 'cxec', 'epec'","'cxecquem', 'epeccxec'",88,2014,21,12090
100,8,2,3,3,4,18.1845906271,39.7752951019,69.6670224588,492.473130787,52.0151289917,12.7434196446,47.6288050785,22.5972463191,12.6523505518,4.79850972429,0.0349266565924,1.82488424551,3.3588470538,2,146,55.0691039562,4.02883169809,141,820,3,1,2,0,2,3,32,1.0,2.0,GPS 27,regme,"'qvec', 'quem', 'cxec', 'tnec'","'cxecquem', 'cxecqvec', 'cxectnec'",97,2014,21,12390
101,8,2,3,12,13,5.65479206307,25.5360886358,69.5002652537,597.851764301,68.2326811839,12.910290647,47.2536506233,28.4017755618,12.7739244568,3.1229656363,0.01026377352,-17.5779328181,1.88733526202,2,146,41.5609482076,3.11748071697,141,820,4,1,2,0,2,3,42,1.0,2.0,GPS 27,regme,"'gyec', 'coec', 'ecec', 'cxec', 'njec', 'ljec', 'quem', 'ibec', 'epec', 'erec', 'qvec', 'clec', 'gzec'","'ibeccoec', 'cxecerec', 'quemibec', 'epecibec', 'njecgyec', 'ececqvec', 'epeccxec', 'clecljec', 'cxecqvec', 'epecquem', 'ljecgzec'",98,2014,21,12720
103,8,2,3,4,5,1.90291463686,10.165738899,86.3612633765,152.300468885,18.0716092761,8.71952746709,52.2238866479,15.8987343466,8.69856691383,6.67599179278,0.011488990694,-0.988033281942,1.02773288664,2,146,18.0610049675,2.0489065031,141,820,2,1,2,0,2,3,22,1.0,2.0,GPS 3,regme,"'ibec', 'quem', 'cxec', 'tnec', 'epec'","'cxecquem', 'epecibec', 'epeccxec', 'cxectnec'",100,2014,21,11790
104,8,2,3,9,11,8.3786916889,12.1954819745,86.1732188373,507.917033772,47.312512546,7.59278625889,53.5388303975,54.1621786001,7.66882697938,2.08476869742,5.21599908316e-05,-21.4256331367,2.8066090962,2,146,61.0183692694,3.69691648428,141,820,4,2,2,0,2,3,42,1.0,2.0,GPS 3,regme,"'maec', 'gyec', 'cxec', 'njec', 'ljec', 'quem', 'epec', 'erec', 'clec', 'gzec', 'mhec'","'cxecerec', 'maecerec', 'clecmhec', 'njecgyec', 'clecljec', 'epecquem', 'ljecgzec'",101,2014,21,13080
105,8,2,3,8,10,4.00519683281,10.1360778405,85.7605768758,755.955720102,64.9538049884,8.58720059188,51.4455688244,32.2939401364,8.53901412698,6.15729496875,0.00301730237528,-20.4499697666,2.38321114468,2,146,43.582812713,3.4652992075,141,820,4,1,2,0,2,3,42,1.0,2.0,GPS 3,regme,"'gyec', 'ecec', 'cxec', 'njec', 'pdec', 'ljec', 'quem', 'ibec', 'epec', 'qvec'","'cxecquem', 'quemibec', 'epecibec', 'njecgyec', 'ececqvec', 'epeccxec', 'pdecljec'",102,2014,21,15330
106,8,2,3,2,3,2.48883905533,8.14632559594,85.3094496207,88.824064191,14.2487313716,9.23003105694,52.0433648223,12.8280260865,9.30609009396,6.77371815848,0.105024378978,0.867780379143,1.02875677617,2,146,13.0585571373,1.85350617847,141,820,2,1,2,0,2,3,22,1.0,2.0,GPS 3,regme,"'qvec', 'ecec', 'cxec'","'cxecqvec', 'ececqvec'",103,2014,21,16680
117,9,1,9,5,8,1.46578148556,12.6750307657,63.3600122031,521.979278266,33.6960145888,3.06643219816,31.5319328071,51.7177669237,2.87804726223,3.26208168677,0.0132309373041,-34.0335932847,3.32367871899,1,143,63.1402787328,6.42577743511,144,670,4,2,4,0,2,3,42,1.0,2.0,GPS 13,regme,"'maec', 'gyec', 'cxec', 'njec', 'quem', 'epec', 'erec', 'alec'","'cxecquem', 'maecerec', 'njecgyec', 'maecalec', 'epeccxec'",115,2014,22,10500
118,9,1,2,2,3,-1.04326240337,5.47915776016,61.3736343947,96.9741145094,11.5505378845,3.05803691737,34.1085877218,17.1467076635,3.0047186646,4.61709152386,0.000861996017711,-1.93043258278,0.86199695231,1,143,16.223969208,3.23543539526,144,670,2,1,2,0,2,3,22,1.0,1.0,GPS 13,regme,"'quem', 'ibec', 'epec'","'quemibec', 'epecibec'",117,2014,22,13830
120,9,1,9,4,5,0.05812712992,7.70215082436,34.5692605358,83.3494446332,14.1596542143,10.0133732024,28.4010247808,13.110849283,9.93822581219,9.44953975235,0.0275849151373,2.48988164403,0.713672300158,1,143,11.5169693422,2.31393785056,144,670,2,1,4,0,1,2,21,1.0,2.0,GPS 14,regme,"'alec', 'erec', 'qvec', 'cxec', 'epec'","'cxecqvec', 'cxecerec', 'erecalec', 'epeccxec'",119,2014,22,7020
121,9,1,9,2,3,0.575129922155,5.54904954941,71.6589481139,125.777595246,19.3227048337,8.41884305026,40.3005526503,13.7861775676,8.36357660482,6.06262352383,0.00225612811923,3.05113763871,1.1620897572,1,143,19.2178022707,2.78110034586,144,670,2,1,4,0,2,3,22,1.0,1.0,GPS 16,regme,"'ljec', 'pdec', 'gzec'","'ljecgzec', 'pdecljec'",120,2014,22,8400
125,9,1,9,2,3,1.35964655072,5.64210425843,69.6664783735,489.24312354,58.2342520348,13.6921985433,46.6720864091,38.264566768,13.8860371894,4.07766235221,0.0074384340321,4.31215671138,3.53532865112,1,143,68.5189211431,4.63443974533,144,670,3,1,4,0,2,3,32,1.0,2.0,GPS 27,regme,"'qvec', 'cxec', 'tnec'","'cxecqvec', 'cxectnec'",124,2014,22,5340
126,9,1,9,2,4,1.43874110858,8.61354928601,69.1196181027,577.160123,58.2342520348,13.9245526645,45.8994782867,56.327901556,14.3516780062,6.09347943098,0.00602863349367,4.31215671138,4.17060014809,1,143,88.4661401211,5.15390659633,144,670,4,2,4,0,2,3,42,1.0,2.0,GPS 27,regme,"'qvec', 'ecec', 'ibec', 'epec'","'epecibec', 'ececqvec'",125,2014,22,6960
138,9,1,9,3,4,-0.715138207568,7.03912650863,67.1543446833,110.6498864,13.3975489759,9.44046028511,44.3373813301,13.1243426871,9.43239908179,3.24074019641,0.00245878489707,4.72222500906,0.410891546196,1,143,12.7712863658,2.04707979728,144,670,2,1,4,0,2,3,22,1.0,2.0,GPS 6,regme,"'coec', 'quem', 'ibec', 'epec'","'quemibec', 'epecibec', 'ibeccoec'",137,2014,22,7830
143,6,0,3,5,6,4.75600289007,13.8922549153,63.7018964134,2874.97391916,49.6296272086,2.63340703661,34.471449568,64.029480382,2.62228594655,2.33840621292,0.00195830610807,-31.2491321671,1.43733421259,0,136,130.187899005,5.0795392392,121,560,5,2,2,0,2,3,52,1.0,2.0,GPS 13,regme,"'coec', 'quem', 'ibec', 'epec', 'clec', 'mhec'","'quemibec', 'epecibec', 'epecquem', 'ibeccoec', 'clecmhec'",143,2014,23,11550
159,6,0,6,9,8,0.817191180117,15.2695432394,74.3938183995,959.019075051,14.1764715603,-1.64694132721,38.99685641,29.9742841277,-1.65425324261,2.59250747588,0.000796614176495,-8.77242674916,0.392044078282,0,136,20.505682685,5.11531461171,121,560,4,1,3,0,2,3,42,1.0,1.0,GPS 23,regme,"'maec', 'cxec', 'quem', 'ibec', 'epec', 'erec', 'coec', 'tnec'","'cxecquem', 'ibeccoec', 'cxecerec', 'cxectnec', 'quemibec', 'epecibec', 'maecerec', 'epeccxec', 'epecquem'",161,2014,23,8130
160,6,0,6,3,5,1.27513420533,9.69512343884,76.0775446014,64.8520858654,13.8953036796,-2.228490662,46.7231087878,7.81706394092,-2.25517694873,1.56974132108,0.0233820087143,-6.52373441908,0.355622049629,0,136,8.82768500588,4.39636441873,121,560,2,1,3,0,2,3,22,1.0,2.0,GPS 23,regme,"'njec', 'erec', 'maec', 'gyec', 'alec'","'njecgyec', 'maecalec', 'erecalec'",162,2014,23,9990
174,6,0,6,2,4,2.54494173187,16.6449405397,61.0049779809,432.379981775,47.9570608936,7.83733855085,34.1160499591,47.3662336259,7.64399573306,6.91958669182,0.206456409622,-0.836883751238,2.75842098138,0,136,53.3301176262,4.98830459872,121,560,3,1,3,0,2,3,32,1.0,1.0,GPS 32,regme,"'qvec', 'coec', 'cxec', 'ibec'","'ibeccoec', 'cxecqvec'",176,2014,23,8910
175,6,0,6,2,3,-1.07699361665,3.80259125787,59.6274138734,221.6856802,18.7780945333,8.13485751415,35.3502542343,39.1669275844,7.50909869097,11.4235444597,0.000960204371304,-0.836883751238,1.95538432947,0,136,35.4502921953,3.56124162654,121,560,3,1,3,0,2,2,32,1.0,1.0,GPS 32,regme,"'coec', 'ibec', 'epec'","'epecibec', 'ibeccoec'",177,2014,23,10290
191,5,1,5,6,9,1.58967879334,8.93249656077,71.5944554487,368.2989415,23.4205540736,7.49469359275,48.1256856329,48.3099589002,7.5451782935,6.84433244784,0.00341637482988,1.45283879315,0.550929988,0,136,16.3905555233,1.90842239336,150,680,3,1,3,0,2,3,32,1.0,2.0,GPS 16,regme,"'maec', 'cxec', 'ljec', 'quem', 'ibec', 'epec', 'gzec', 'tnec', 'alec'","'maecalec', 'cxectnec', 'quemibec', 'epecibec', 'epecquem', 'ljecgzec'",194,2014,24,6510
195,5,1,5,5,7,-0.0366497296353,29.8670826308,37.1395383883,142.789623565,18.5031543971,3.27969315969,28.4185045922,19.0211162601,3.30310207969,9.35220012383,0.00232249771273,-2.93136260185,0.482309467868,0,136,10.3278864466,4.76539668464,150,680,2,1,3,0,1,2,21,1.0,1.0,GPS 20,regme,"'cxec', 'njec', 'quem', 'epec', 'erec', 'qvec', 'mhec'","'cxecquem', 'mhecnjec', 'cxecerec', 'epeccxec', 'cxecqvec'",199,2014,24,6510
196,5,1,5,2,4,0.809244417383,5.52737890033,34.7339787741,313.05153644,16.3382272791,2.18206345025,26.8519556163,122.123725278,2.19880476153,3.83891933495,0.151651665833,-2.93136260185,0.356388929742,0,136,21.6763558933,4.12015624475,150,680,3,2,3,0,1,2,31,1.0,1.0,GPS 20,regme,"'coec', 'quem', 'ibec', 'epec'","'epecquem', 'ibeccoec'",200,2014,24,8550
199,5,1,5,5,8,4.52409714789,24.3269524575,75.4900407906,348.750716723,18.8068500965,-4.07351519264,42.3830305192,62.8988310992,-4.07319531907,4.14122889005,0.0179530489076,-8.81860811662,0.573245382421,0,136,19.1858133897,3.19430812023,150,680,3,2,3,0,2,3,32,1.0,2.0,GPS 23,regme,"'cxec', 'ljec', 'quem', 'ibec', 'epec', 'erec', 'alec', 'gzec'","'quemibec', 'erecalec', 'epecquem', 'ljecgzec', 'epeccxec'",203,2014,24,8070
200,5,1,5,2,3,2.24524335415,11.9501533555,73.9474161682,94.7754098946,9.70146643948,-2.86387070727,39.1252364372,21.774853921,-2.87161704301,2.80415888216,0.0717647541943,-6.45597620765,0.340012332659,0,136,10.7254588056,2.9726359604,150,680,2,1,3,0,2,3,22,1.0,2.0,GPS 23,regme,"'coec', 'ibec', 'epec'","'epecibec', 'ibeccoec'",204,2014,24,9300
213,5,1,5,2,2,0.414639999687,3.68963874791,67.1591008712,93.8717676922,16.3144231218,11.9051917223,44.0505108807,42.0720151221,11.8831510904,3.34841470153,2.51289044595,3.7554753321,0.39863522139,0,136,11.8908986333,2.85346378922,150,680,2,1,3,0,2,3,22,1.0,1.0,GPS 6,regme,"'coec', 'ibec'",'ibeccoec',217,2014,24,6000
222,8,1,3,2,3,0.0764170613855,0.058656510364,61.3962742885,86.7861433858,17.1431147329,3.33092857601,33.8064933046,32.1330747756,3.29878257342,3.87783232857,0.0118556097119,-3.30849407721,0.346200309607,1,133,14.0916334093,4.89343288797,102,520,2,1,2,0,2,3,22,1.0,2.0,GPS 13,regme,"'coec', 'quem', 'ibec'","'quemibec', 'coecibec'",227,2014,25,15450
227,8,1,3,2,4,-1.38375078324,8.64141455809,72.1950455143,113.019302959,19.2191438913,13.5082835365,41.3496286918,24.5785004446,13.5047618533,7.99568259373,0.0307917847487,7.89577572224,0.415953821479,1,133,11.6536127481,3.25537510067,102,520,2,1,2,0,2,3,22,1.0,1.0,GPS 16,regme,"'qvec', 'coec', 'ecec', 'ibec'","'qvececec', 'coecibec'",232,2014,25,12900
228,8,1,3,2,2,-1.00228317888,11.7939805586,85.1322620747,255.862771829,10.6009687262,1.26849270274,45.3775934286,150.49955546,1.25597776346,8.82995584487,82.7792196297,-4.30395450033,0.453801938163,1,133,14.8429606865,3.62660693451,102,520,3,2,2,0,2,3,32,1.0,1.0,GPS 19,regme,"'quem', 'epec'",'quemepec',233,2014,25,18390
242,8,1,3,3,6,0.957785707458,13.9772092947,67.3976372693,418.365626779,17.021875033,10.3914893151,51.8884242628,49.5199146578,10.3980576859,6.87638286816,0.0775977796678,6.23837775028,0.377803755694,1,133,21.5902960582,1.1244569545,102,520,3,1,2,0,2,3,32,1.0,2.0,GPS 6,regme,"'cxec', 'ljec', 'quem', 'epec', 'clec', 'tnec'","'quemepec', 'ljecclec', 'cxectnec'",247,2014,25,12090
248,8,1,3,7,9,4.27045345454,19.1138942129,89.7516032327,292.816279597,16.071587477,0.601554108059,44.9640474469,20.3967357506,0.572551038734,2.04308275626,0.000463530805914,-17.3698984472,1.26727476657,1,133,27.9096665049,2.41842038881,102,520,3,1,2,0,2,3,32,1.0,2.0,GPS 7,regme,"'coec', 'cxec', 'maec', 'ibec', 'erec', 'qvec', 'epec', 'tnec', 'alec'","'maecalec', 'cxectnec', 'ereccxec', 'qveccxec', 'ibecepec', 'erecalec', 'coecibec'",253,2014,25,20250
250,8,1,3,3,5,1.73569883809,28.9809406981,80.2988083889,149.324018316,12.8021359231,3.06721992168,43.7182496432,39.5570816192,3.03335942734,6.34379754252,0.0258719842978,0.0761294572929,0.662925540253,1,133,11.2107019018,1.88992416115,102,520,2,1,2,0,2,3,22,1.0,2.0,GPS 8,regme,"'clec', 'ljec', 'epec', 'quem', 'gzec'","'quemepec', 'ljecclec', 'gzecljec'",255,2014,25,21000
266,4,7,1,2,3,0.0535062439146,5.19333856848,71.2220019919,65.5261234783,17.2720387242,5.59647380766,38.9704971027,9.99741825674,5.59068257511,6.67211577969,0.000267121362272,-2.08952679155,0.4026239698,2,144,9.04910169112,4.51091909068,62,490,2,1,1,0,2,3,22,1.0,2.0,GPS 11,regme,"'quem', 'ibec', 'epec'","'quemibec', 'quemepec'",271,2014,27,13380
278,4,7,1,2,3,0.480361326212,19.0646702193,86.3170324537,70.3918043402,19.9073568316,10.635977017,53.2476091228,7.92327657182,10.6336785786,2.38229597621,0.0513778011393,4.10445429811,0.635928740848,2,144,7.87881955384,2.0186305919,62,490,2,1,1,0,2,3,22,1.0,2.0,GPS 3,regme,"'erec', 'maec', 'alec'","'maecerec', 'maecalec'",283,2014,27,14550
302,6,1,6,3,4,5.10114153044,15.6172937298,66.2419086781,588.197851477,33.2853726667,19.6694365958,41.1796710564,42.2163262642,19.8454821216,5.45903349547,0.00417248012772,-13.9713898949,3.98176685556,2,149,87.6067542098,6.02280879648,174,540,4,1,3,0,2,3,42,1.0,1.0,GPS 1,regme,"'ibec', 'epec', 'chec', 'cxec'","'checepec', 'cxecepec', 'ibecepec'",308,2014,65,10110
307,6,1,6,8,9,-1.06905626741,1.31514800855,72.1708980314,387.304070588,22.7718094024,10.577174073,47.5646267105,55.1731476452,10.5811194729,5.41717892007,0.00262909411247,-0.176490485856,0.848932391209,2,149,24.8866682977,5.82807968407,174,540,3,2,3,0,2,3,32,1.0,2.0,GPS 11,regme,"'cxec', 'quem', 'ibec', 'prec', 'epec', 'erec', 'chec', 'qvec', 'tnec'","'cxecqvec', 'cxectnec', 'quemibec', 'precerec', 'checquem', 'checepec', 'chectnec', 'quemepec'",313,2014,65,7560
309,6,1,1,2,4,-1.06133179981,3.01067338786,72.0215284388,152.736640073,22.5945619014,11.1853426447,46.6627196778,45.9737325793,11.2482964113,7.20746193599,0.716268610389,0.727959932473,1.46252585343,2,149,24.8294936646,5.0879396587,174,540,2,1,1,0,2,3,22,1.0,1.0,GPS 11,regme,"'epec', 'quem', 'chec', 'ibec'","'checquem', 'ibecepec'",315,2014,65,11220
311,6,1,6,2,4,2.50763561808,21.2523018058,64.0422697261,180.111397942,24.4988908898,7.20476564963,30.1663984215,18.7684890271,7.20030907822,4.27441179589,0.00501125958099,-15.2872147339,1.48347875313,2,149,27.2161797518,5.01665750326,174,540,2,1,3,0,2,3,22,1.0,2.0,GPS 13,regme,"'njec', 'qvec', 'cxec', 'mhec'","'mhecnjec', 'cxecqvec'",317,2014,65,4890
312,6,1,6,7,9,0.844776507289,30.5619197368,63.8176612207,316.024349924,23.0520620343,7.4568420003,34.0666876264,16.386243698,7.49496676437,3.99172824467,0.00252641072725,-5.03264853497,1.12667067136,2,149,24.4617273355,4.31195419509,174,540,3,1,3,0,2,3,32,1.0,2.0,GPS 13,regme,"'maec', 'gyec', 'cxec', 'njec', 'quem', 'ibec', 'prec', 'erec', 'alec'","'cxecerec', 'maecalec', 'quemibec', 'maecerec', 'precerec', 'njecgyec', 'erecalec'",318,2014,65,6720
313,6,1,6,2,4,1.37143374084,10.8872712283,63.5389900929,110.459976571,21.353054384,7.531112239,29.9567742952,20.1878834278,7.4974795616,4.76687649664,0.00258644504255,-5.03264853497,0.630694292186,2,149,15.4426886313,4.22388525702,174,540,2,1,3,0,1,3,21,1.0,2.0,GPS 13,regme,"'njec', 'cuec', 'quem', 'cxec'","'cxecquem', 'njeccuec'",319,2014,65,8220
